id,sex,age_cat,race,decile_score,two_year_recid
8962,Male,25 - 45,Caucasian,3,0
8964,Male,25 - 45,African-American,4,1
8967,Male,Greater than 45,Hispanic,1,0
8969,Male,Less than 25,African-American,5,1
8970,Male,Greater than 45,Caucasian,1,1
8971,Male,25 - 45,African-American,4,0
8972,Female,25 - 45,African-American,6,1
8973,Female,25 - 45,Caucasian,6,0
8974,Male,Less than 25,African-American,8,0
8976,Female,25 - 45,Caucasian,1,0
8980,Male,Less than 25,Hispanic,1,1
8981,Male,Less than 25,Caucasian,4,1
8983,Female,Greater than 45,Caucasian,1,0
8984,Male,25 - 45,Hispanic,1,0
8988,Male,Less than 25,African-American,2,0
8989,Male,Less than 25,African-American,7,1
8991,Male,25 - 45,African-American,9,1
8992,Male,25 - 45,Caucasian,9,1
8995,Male,Greater than 45,Caucasian,8,0
8996,Male,Less than 25,African-American,6,0
8997,Male,Greater than 45,African-American,1,0
8998,Female,25 - 45,Caucasian,1,1
8999,Male,Less than 25,African-American,10,1
9003,Male,25 - 45,African-American,4,0
9004,Male,Less than 25,African-American,2,0
9005,Female,25 - 45,Caucasian,5,0
9008,Male,Greater than 45,Other,1,0
9010,Male,25 - 45,African-American,1,0
9012,Male,Greater than 45,Caucasian,1,0
9013,Male,Greater than 45,Caucasian,1,0
9017,Male,Less than 25,Hispanic,8,1
9018,Male,25 - 45,African-American,8,0
9020,Male,25 - 45,Caucasian,5,1
9022,Male,25 - 45,African-American,4,1
9023,Male,Greater than 45,Caucasian,1,0
9027,Female,25 - 45,African-American,8,1
9028,Male,25 - 45,African-American,1,0
9030,Male,Less than 25,Hispanic,3,0
9031,Male,25 - 45,African-American,7,1
9032,Male,25 - 45,African-American,6,0
9033,Male,Less than 25,Other,3,0
9034,Male,25 - 45,African-American,1,1
9038,Female,25 - 45,African-American,1,0
9039,Male,Less than 25,African-American,3,0
9040,Male,25 - 45,African-American,1,0
9041,Male,25 - 45,Caucasian,1,0
9042,Male,Greater than 45,Caucasian,5,0
9043,Male,25 - 45,Caucasian,5,1
9044,Male,Less than 25,African-American,7,1
9045,Male,Greater than 45,Caucasian,5,0
9046,Male,25 - 45,Caucasian,5,0
9047,Female,25 - 45,Hispanic,1,0
9049,Male,25 - 45,African-American,1,0
9054,Male,25 - 45,African-American,7,1
9055,Female,Less than 25,Hispanic,4,1
9056,Male,Greater than 45,African-American,6,1
9058,Male,Less than 25,Caucasian,4,1
9060,Male,25 - 45,Caucasian,5,0
9061,Male,Less than 25,African-American,8,1
9062,Female,25 - 45,Caucasian,5,0
9064,Male,25 - 45,African-American,8,1
9067,Male,25 - 45,Caucasian,5,1
9070,Male,Greater than 45,Caucasian,7,0
9072,Male,25 - 45,African-American,7,1
9074,Male,25 - 45,African-American,7,0
9075,Female,25 - 45,Hispanic,2,0
9076,Female,25 - 45,African-American,2,1
9077,Male,Less than 25,Caucasian,7,0
9079,Male,Less than 25,Hispanic,4,1
9080,Male,25 - 45,Caucasian,1,1
9081,Male,Less than 25,Other,4,0
9083,Male,Greater than 45,African-American,7,1
9085,Male,25 - 45,Caucasian,5,0
9086,Male,25 - 45,African-American,9,1
9087,Male,Greater than 45,Caucasian,1,1
9088,Male,Greater than 45,Caucasian,2,0
9089,Male,25 - 45,Caucasian,2,0
9091,Male,25 - 45,Other,1,1
9092,Male,Greater than 45,Caucasian,1,1
9093,Male,Less than 25,African-American,8,0
9094,Male,Less than 25,African-American,8,1
9096,Male,25 - 45,African-American,5,0
9097,Male,Less than 25,African-American,6,1
9099,Female,Greater than 45,African-American,3,0
9102,Male,Less than 25,African-American,4,1
9104,Male,25 - 45,African-American,6,0
9106,Female,25 - 45,Caucasian,2,1
9109,Male,25 - 45,Caucasian,6,0
9110,Male,Greater than 45,African-American,8,1
9111,Male,Less than 25,African-American,4,1
9112,Male,25 - 45,Caucasian,7,1
9115,Male,Greater than 45,Caucasian,7,1
9116,Male,Greater than 45,Hispanic,1,0
9119,Male,25 - 45,African-American,7,1
9120,Male,Less than 25,African-American,6,0
9123,Male,25 - 45,Caucasian,1,0
9125,Male,Greater than 45,Caucasian,2,1
9126,Male,25 - 45,African-American,2,0
9127,Male,25 - 45,Other,1,0
9128,Male,25 - 45,Caucasian,9,1
9129,Male,25 - 45,African-American,6,0
9130,Male,25 - 45,African-American,9,1
9131,Male,Less than 25,Other,5,0
9132,Female,Greater than 45,Caucasian,5,0
9133,Female,25 - 45,Caucasian,5,0
9136,Male,25 - 45,African-American,4,0
9143,Male,Less than 25,Caucasian,2,0
9144,Male,25 - 45,African-American,3,1
9145,Male,Less than 25,African-American,2,1
9146,Female,Less than 25,African-American,5,0
9147,Male,25 - 45,Other,9,1
9148,Male,25 - 45,Caucasian,3,0
9150,Male,Less than 25,Caucasian,9,1
9155,Male,Less than 25,Caucasian,7,1
9156,Male,Less than 25,Caucasian,6,1
9157,Male,25 - 45,African-American,10,1
9158,Female,25 - 45,Other,3,1
9159,Male,Greater than 45,Caucasian,2,1
9160,Male,25 - 45,African-American,9,0
9161,Female,Greater than 45,Caucasian,9,0
9163,Male,25 - 45,African-American,8,1
9165,Male,25 - 45,African-American,9,0
9166,Male,Less than 25,African-American,4,0
9167,Male,25 - 45,African-American,3,0
9169,Male,25 - 45,Other,1,1
9170,Male,Greater than 45,Caucasian,1,0
9171,Male,25 - 45,Hispanic,1,1
9172,Male,Less than 25,African-American,7,0
9173,Male,Less than 25,Caucasian,8,0
9174,Female,Less than 25,Caucasian,8,1
9175,Male,25 - 45,Hispanic,1,1
9176,Male,25 - 45,Caucasian,1,1
9178,Female,25 - 45,African-American,4,1
9180,Male,Less than 25,African-American,7,0
9181,Female,Greater than 45,Hispanic,1,1
9182,Female,25 - 45,African-American,7,1
9183,Female,25 - 45,Caucasian,2,0
9185,Male,Greater than 45,African-American,2,1
9186,Male,25 - 45,African-American,9,0
9187,Male,Less than 25,Hispanic,10,1
9188,Male,Greater than 45,Hispanic,1,0
9189,Male,Greater than 45,Caucasian,2,0
9191,Male,Greater than 45,African-American,9,1
9192,Female,25 - 45,African-American,1,0
9196,Male,25 - 45,Caucasian,3,1
9197,Male,25 - 45,Other,4,1
9200,Male,25 - 45,Other,4,0
9201,Male,Less than 25,African-American,2,1
9202,Female,Greater than 45,Caucasian,8,0
9203,Male,25 - 45,Hispanic,7,0
9205,Male,25 - 45,Hispanic,2,0
9206,Male,25 - 45,African-American,8,1
9207,Male,25 - 45,African-American,2,0
9208,Male,25 - 45,African-American,9,1
9209,Male,25 - 45,African-American,4,1
9210,Male,Less than 25,Hispanic,6,1
9212,Male,Greater than 45,Caucasian,1,0
9214,Male,Less than 25,African-American,4,0
9215,Male,Less than 25,Caucasian,4,0
9216,Male,Greater than 45,Caucasian,1,0
9219,Male,25 - 45,African-American,7,0
9220,Male,25 - 45,Caucasian,1,0
9221,Male,Less than 25,Caucasian,7,1
9224,Male,25 - 45,Caucasian,1,0
9225,Male,25 - 45,African-American,8,1
9226,Male,25 - 45,Caucasian,1,1
9227,Male,25 - 45,Caucasian,2,0
9229,Male,Less than 25,African-American,8,0
9230,Female,Less than 25,Caucasian,5,0
9231,Male,25 - 45,Caucasian,4,0
9232,Male,25 - 45,Caucasian,4,1
9233,Female,25 - 45,African-American,5,0
9234,Female,25 - 45,African-American,2,0
9235,Male,Greater than 45,Caucasian,1,0
9238,Female,25 - 45,African-American,1,0
9239,Male,Less than 25,African-American,4,1
9240,Male,25 - 45,African-American,5,1
9241,Male,25 - 45,Caucasian,1,0
9242,Male,25 - 45,Caucasian,1,0
9243,Male,25 - 45,Caucasian,3,0
9244,Male,Less than 25,African-American,3,1
9245,Male,25 - 45,African-American,3,0
9246,Female,Greater than 45,Caucasian,1,0
9247,Male,25 - 45,African-American,6,1
9248,Male,Greater than 45,African-American,7,0
9249,Male,25 - 45,Other,1,0
9253,Male,25 - 45,Caucasian,7,0
9254,Male,25 - 45,African-American,2,0
9255,Male,25 - 45,Caucasian,6,1
9256,Male,25 - 45,Caucasian,9,1
9257,Male,25 - 45,African-American,2,0
9258,Male,Greater than 45,Caucasian,1,0
9259,Male,25 - 45,Caucasian,9,1
9260,Female,Greater than 45,Caucasian,2,0
9261,Male,25 - 45,African-American,7,1
9262,Male,25 - 45,African-American,8,0
9264,Male,Greater than 45,Hispanic,1,0
9266,Female,25 - 45,African-American,5,0
9267,Female,25 - 45,Caucasian,2,0
9268,Male,25 - 45,Caucasian,2,1
9269,Female,25 - 45,African-American,2,0
9270,Male,25 - 45,African-American,6,0
9271,Male,Greater than 45,Caucasian,1,0
9272,Female,Greater than 45,Caucasian,1,0
9273,Male,Less than 25,Caucasian,4,1
9275,Male,25 - 45,African-American,2,0
9276,Male,Greater than 45,Caucasian,1,0
9277,Female,25 - 45,African-American,3,0
9279,Female,25 - 45,Caucasian,7,0
9280,Female,25 - 45,Caucasian,4,0
9282,Female,Less than 25,African-American,7,0
9283,Male,25 - 45,Caucasian,1,1
9284,Male,25 - 45,Caucasian,1,0
9285,Male,Greater than 45,African-American,2,0
9287,Male,Less than 25,African-American,7,1
9288,Female,Less than 25,Caucasian,4,0
9292,Male,25 - 45,African-American,9,0
9293,Male,25 - 45,African-American,6,1
9295,Male,25 - 45,Hispanic,2,0
9296,Female,25 - 45,African-American,9,1
9297,Male,Greater than 45,African-American,8,0
9298,Male,25 - 45,Hispanic,4,0
9299,Male,25 - 45,Other,1,1
9300,Male,Less than 25,Caucasian,5,1
9303,Male,25 - 45,African-American,9,0
9306,Male,Less than 25,African-American,5,1
9307,Male,Greater than 45,African-American,9,1
9308,Female,Greater than 45,Caucasian,3,1
9309,Male,Greater than 45,Other,1,0
9310,Male,Greater than 45,Caucasian,1,0
9311,Female,Greater than 45,Hispanic,5,0
9318,Male,25 - 45,African-American,6,1
9319,Male,25 - 45,African-American,6,1
9320,Male,Greater than 45,African-American,1,0
9322,Male,Less than 25,African-American,10,1
9323,Male,Less than 25,Caucasian,9,1
9324,Female,25 - 45,Caucasian,6,1
9325,Male,Greater than 45,Hispanic,9,1
9326,Male,25 - 45,Caucasian,5,1
9327,Male,Less than 25,African-American,9,1
9328,Female,25 - 45,Hispanic,1,0
9332,Male,Less than 25,African-American,7,0
9334,Male,Greater than 45,African-American,6,1
9335,Male,Greater than 45,African-American,2,1
9336,Male,25 - 45,African-American,4,0
9337,Male,25 - 45,Caucasian,5,0
9338,Female,25 - 45,African-American,1,1
9339,Male,25 - 45,Caucasian,2,1
9341,Male,Less than 25,Hispanic,10,1
9343,Male,25 - 45,African-American,9,0
9344,Male,Greater than 45,African-American,4,1
9346,Female,25 - 45,African-American,6,0
9348,Male,Less than 25,Caucasian,6,0
9350,Male,25 - 45,Caucasian,5,0
9351,Male,Greater than 45,African-American,6,0
9352,Male,Less than 25,Caucasian,10,0
9353,Male,25 - 45,Caucasian,3,1
9354,Male,Less than 25,Caucasian,4,0
9357,Male,25 - 45,African-American,4,0
9358,Male,25 - 45,African-American,7,1
9359,Male,25 - 45,Caucasian,1,0
9363,Male,25 - 45,African-American,8,1
9364,Male,Greater than 45,African-American,8,0
9365,Male,Greater than 45,Native American,10,1
9366,Female,Greater than 45,Other,1,0
9367,Female,25 - 45,African-American,9,1
9369,Male,25 - 45,African-American,4,0
9370,Male,Greater than 45,African-American,3,1
9372,Male,Less than 25,African-American,9,0
9375,Female,25 - 45,African-American,7,1
9376,Male,25 - 45,Other,2,0
9377,Male,Greater than 45,Hispanic,1,0
9378,Female,25 - 45,Caucasian,9,1
9379,Female,25 - 45,Other,2,0
9380,Male,25 - 45,Caucasian,4,0
9381,Male,25 - 45,Caucasian,1,0
9383,Male,Greater than 45,African-American,5,0
9385,Male,Greater than 45,Other,1,1
9386,Male,25 - 45,African-American,4,1
9387,Male,25 - 45,Caucasian,2,0
9388,Male,Greater than 45,Caucasian,1,0
9392,Male,Greater than 45,Caucasian,5,0
9393,Female,25 - 45,Caucasian,5,1
9394,Male,25 - 45,Caucasian,8,0
9397,Male,25 - 45,Other,1,1
9398,Male,Less than 25,African-American,2,1
9399,Male,25 - 45,Hispanic,3,1
9401,Male,Less than 25,Caucasian,2,0
9402,Male,25 - 45,African-American,10,1
9404,Male,25 - 45,African-American,6,1
9405,Female,25 - 45,African-American,10,1
9407,Male,25 - 45,African-American,7,0
9408,Female,Greater than 45,Other,1,1
9412,Female,25 - 45,African-American,1,0
9413,Male,25 - 45,African-American,9,1
9414,Male,25 - 45,Caucasian,2,1
9415,Male,Greater than 45,Caucasian,1,0
9416,Male,25 - 45,African-American,5,0
9417,Male,25 - 45,Caucasian,6,1
9419,Male,Greater than 45,African-American,3,1
9420,Male,25 - 45,African-American,3,0
9425,Female,Greater than 45,Caucasian,1,0
9428,Male,Greater than 45,Caucasian,2,0
9429,Male,Less than 25,Hispanic,3,1
9433,Female,25 - 45,African-American,1,0
9434,Male,25 - 45,African-American,1,0
9435,Male,Less than 25,Caucasian,5,0
9436,Male,25 - 45,African-American,7,1
9437,Male,Less than 25,Hispanic,9,0
9438,Male,Greater than 45,African-American,7,0
9439,Male,25 - 45,African-American,6,1
9440,Male,Less than 25,African-American,5,0
9441,Male,25 - 45,African-American,9,1
9442,Male,25 - 45,African-American,8,1
9443,Male,25 - 45,African-American,8,1
9444,Female,25 - 45,Caucasian,5,0
9446,Male,25 - 45,Other,6,0
9448,Male,Greater than 45,Caucasian,5,0
9450,Female,Less than 25,African-American,7,0
9451,Male,25 - 45,African-American,7,1
9452,Male,25 - 45,African-American,7,1
9458,Male,Less than 25,African-American,3,1
9459,Male,Less than 25,Other,3,0
9460,Male,25 - 45,Hispanic,3,0
9461,Male,25 - 45,Hispanic,2,0
9462,Male,Greater than 45,Caucasian,6,1
9463,Male,25 - 45,Hispanic,1,0
9464,Male,Less than 25,Caucasian,2,0
9465,Female,Greater than 45,African-American,1,0
9467,Male,Less than 25,African-American,7,1
9473,Male,25 - 45,African-American,7,0
9475,Male,25 - 45,African-American,1,0
9476,Female,25 - 45,African-American,2,0
9479,Male,Greater than 45,Caucasian,1,0
9483,Male,25 - 45,African-American,8,1
9484,Female,25 - 45,Caucasian,2,0
9486,Male,Less than 25,African-American,5,1
9488,Male,Less than 25,Caucasian,4,1
9491,Male,Less than 25,Caucasian,5,0
9492,Male,25 - 45,African-American,6,0
9493,Male,25 - 45,African-American,5,0
9494,Male,25 - 45,Caucasian,7,0
9495,Male,Less than 25,Hispanic,7,1
9497,Male,25 - 45,African-American,8,0
9499,Male,25 - 45,African-American,7,1
9500,Male,25 - 45,Caucasian,2,0
9501,Male,Greater than 45,Hispanic,1,0
9504,Male,25 - 45,African-American,5,0
9506,Male,Less than 25,African-American,9,1
9509,Male,25 - 45,African-American,7,1
9511,Male,25 - 45,Hispanic,1,0
9512,Male,Greater than 45,African-American,6,0
9513,Male,25 - 45,African-American,1,0
9515,Male,25 - 45,African-American,4,0
9516,Male,25 - 45,African-American,2,0
9517,Female,Greater than 45,Caucasian,1,0
9518,Female,25 - 45,Caucasian,1,0
9519,Male,25 - 45,Caucasian,6,1
9523,Male,25 - 45,African-American,5,1
9524,Male,25 - 45,Caucasian,10,0
9526,Female,Less than 25,Caucasian,8,0
9527,Male,25 - 45,African-American,2,0
9528,Male,Greater than 45,African-American,4,0
9529,Male,25 - 45,African-American,8,1
9530,Male,Greater than 45,Hispanic,2,0
9531,Male,25 - 45,Hispanic,9,1
9532,Male,Less than 25,African-American,5,1
9534,Male,Greater than 45,African-American,6,1
9535,Male,Less than 25,Hispanic,10,0
9536,Female,25 - 45,African-American,8,1
9537,Male,25 - 45,Hispanic,2,0
9538,Male,Less than 25,African-American,3,1
9539,Male,25 - 45,Caucasian,10,0
9540,Male,25 - 45,African-American,2,1
9541,Male,25 - 45,African-American,5,1
9542,Male,Less than 25,African-American,8,1
9544,Male,25 - 45,Caucasian,9,1
9545,Male,Greater than 45,African-American,4,0
9547,Male,25 - 45,Caucasian,4,0
9548,Female,Greater than 45,Caucasian,1,0
9550,Male,Greater than 45,African-American,8,1
9552,Male,25 - 45,Hispanic,7,1
9553,Male,Greater than 45,Caucasian,2,0
9554,Male,25 - 45,Caucasian,2,0
9556,Male,25 - 45,Hispanic,2,0
9557,Female,25 - 45,African-American,4,0
9560,Female,Less than 25,Caucasian,8,1
9561,Male,25 - 45,Caucasian,7,1
9562,Male,25 - 45,African-American,4,0
9563,Male,Less than 25,Caucasian,6,0
9566,Male,Less than 25,Caucasian,8,1
9567,Female,25 - 45,African-American,3,0
9568,Male,25 - 45,African-American,6,1
9569,Male,25 - 45,Caucasian,1,0
9570,Male,Less than 25,African-American,3,1
9574,Male,25 - 45,African-American,5,0
9576,Female,Greater than 45,Other,1,0
9577,Male,Greater than 45,Other,2,0
9578,Male,25 - 45,African-American,7,0
9579,Male,25 - 45,African-American,4,0
9581,Female,Less than 25,African-American,3,0
9584,Female,Greater than 45,African-American,7,1
9586,Female,Less than 25,African-American,5,1
9588,Male,Greater than 45,Caucasian,2,0
9589,Male,Greater than 45,African-American,6,0
9591,Male,Less than 25,African-American,5,1
9592,Male,25 - 45,Caucasian,3,0
9593,Female,Greater than 45,Caucasian,1,0
9596,Male,25 - 45,African-American,10,1
9597,Male,Less than 25,Caucasian,4,0
9600,Male,25 - 45,Caucasian,4,1
9601,Female,25 - 45,Hispanic,1,1
9603,Female,25 - 45,African-American,2,1
9604,Male,Less than 25,African-American,5,1
9606,Female,25 - 45,Caucasian,6,1
9608,Female,Less than 25,Caucasian,6,0
9609,Female,25 - 45,Hispanic,5,1
9612,Male,25 - 45,Caucasian,1,1
9613,Male,Greater than 45,Caucasian,4,1
9616,Male,25 - 45,African-American,5,0
9617,Male,25 - 45,African-American,4,1
9618,Male,25 - 45,Caucasian,6,0
9619,Male,Greater than 45,Caucasian,6,1
9620,Male,Less than 25,Caucasian,10,1
9621,Male,Greater than 45,Caucasian,2,0
9624,Male,25 - 45,African-American,3,0
9625,Male,25 - 45,Other,4,1
9626,Male,25 - 45,African-American,8,1
9627,Female,25 - 45,Caucasian,4,1
9628,Female,Less than 25,African-American,10,1
9629,Female,Less than 25,African-American,9,0
9630,Male,25 - 45,Caucasian,1,0
9631,Female,Less than 25,Caucasian,4,0
9632,Male,Greater than 45,Caucasian,1,0
9633,Male,25 - 45,Hispanic,7,0
9634,Male,Less than 25,Hispanic,3,0
9635,Female,25 - 45,Caucasian,1,0
9636,Male,25 - 45,African-American,10,1
9640,Male,25 - 45,African-American,9,1
9641,Male,Greater than 45,Caucasian,1,0
9643,Male,25 - 45,Caucasian,1,0
9644,Male,Less than 25,African-American,6,0
9645,Male,25 - 45,Caucasian,4,0
9646,Female,25 - 45,African-American,9,1
9648,Male,Greater than 45,Caucasian,4,0
9651,Male,25 - 45,Hispanic,1,0
9653,Male,Less than 25,Caucasian,7,0
9654,Male,Greater than 45,African-American,2,1
9655,Male,25 - 45,Caucasian,3,1
9656,Male,25 - 45,African-American,2,1
9658,Male,25 - 45,African-American,10,0
9659,Male,25 - 45,African-American,4,0
9662,Male,Greater than 45,Caucasian,3,0
9663,Female,25 - 45,African-American,4,0
9664,Female,25 - 45,Caucasian,3,1
9666,Male,Less than 25,African-American,8,0
9667,Male,Less than 25,Caucasian,4,1
9668,Female,25 - 45,African-American,2,0
9669,Male,25 - 45,African-American,1,0
9670,Male,Less than 25,Caucasian,2,0
9672,Male,Greater than 45,African-American,8,0
9674,Male,Less than 25,Caucasian,8,1
9676,Male,25 - 45,African-American,9,0
9677,Male,25 - 45,African-American,1,0
9681,Male,Less than 25,African-American,7,1
9685,Male,Less than 25,African-American,7,1
9686,Male,Less than 25,African-American,4,0
9687,Male,25 - 45,African-American,7,0
9689,Male,25 - 45,African-American,4,0
9690,Female,25 - 45,African-American,2,0
9691,Male,25 - 45,African-American,6,0
9693,Male,25 - 45,Hispanic,2,0
9695,Male,25 - 45,Caucasian,1,0
9698,Male,Less than 25,African-American,6,1
9699,Male,25 - 45,Other,2,0
9703,Female,25 - 45,African-American,3,1
9704,Male,Less than 25,African-American,3,0
9706,Female,Less than 25,Caucasian,7,0
9707,Female,25 - 45,Other,7,1
9708,Male,25 - 45,African-American,2,1
9709,Female,Less than 25,African-American,9,0
9710,Male,25 - 45,African-American,5,1
9712,Male,25 - 45,African-American,4,1
9713,Male,25 - 45,Caucasian,1,0
9714,Male,Less than 25,African-American,10,1
9715,Male,25 - 45,Caucasian,1,0
9717,Female,Greater than 45,Caucasian,1,0
9720,Male,25 - 45,Caucasian,3,1
9722,Male,Less than 25,Caucasian,6,1
9723,Male,Less than 25,African-American,4,0
9724,Female,Greater than 45,African-American,1,0
9725,Male,Greater than 45,Other,1,0
9727,Male,25 - 45,African-American,5,1
9729,Female,25 - 45,African-American,5,1
9730,Male,25 - 45,Caucasian,2,0
9731,Female,Less than 25,African-American,4,0
9732,Male,Less than 25,African-American,6,1
9733,Male,Less than 25,African-American,4,1
9734,Male,Less than 25,Caucasian,4,0
9735,Male,Greater than 45,Hispanic,1,0
9737,Male,Greater than 45,Caucasian,1,0
9738,Male,25 - 45,African-American,7,0
9739,Male,Greater than 45,African-American,8,1
9740,Male,Less than 25,African-American,9,1
9741,Male,Less than 25,African-American,10,1
9743,Male,25 - 45,African-American,10,0
9745,Male,Less than 25,African-American,7,1
9746,Male,Less than 25,Hispanic,7,0
9747,Male,25 - 45,African-American,4,1
9748,Male,25 - 45,African-American,6,1
9749,Male,Greater than 45,Caucasian,10,1
9750,Male,Less than 25,African-American,2,0
9752,Female,Less than 25,African-American,4,1
9753,Male,25 - 45,Other,1,0
9754,Male,25 - 45,African-American,4,1
9755,Male,25 - 45,African-American,6,1
9756,Male,25 - 45,African-American,3,1
9758,Male,25 - 45,Caucasian,4,1
9759,Male,Greater than 45,Caucasian,5,0
9767,Male,25 - 45,Caucasian,1,0
9771,Male,25 - 45,African-American,2,0
9773,Male,Less than 25,African-American,6,1
9774,Male,Greater than 45,Caucasian,2,1
9776,Male,Greater than 45,Caucasian,1,0
9777,Male,25 - 45,African-American,3,1
9778,Male,25 - 45,African-American,6,0
9780,Female,25 - 45,African-American,7,1
9781,Male,Less than 25,Caucasian,9,1
9782,Male,25 - 45,African-American,10,0
9783,Male,Less than 25,African-American,4,1
9784,Male,25 - 45,African-American,2,0
9785,Male,Greater than 45,Caucasian,2,0
9786,Male,25 - 45,African-American,10,1
9787,Female,Less than 25,African-American,5,1
9788,Male,Greater than 45,African-American,8,0
9789,Male,Greater than 45,African-American,1,0
9790,Male,25 - 45,African-American,2,1
9791,Male,Greater than 45,Caucasian,5,0
9793,Male,Greater than 45,Caucasian,1,1
9795,Male,Less than 25,Hispanic,2,0
9796,Male,Greater than 45,Other,2,1
9797,Male,25 - 45,African-American,4,1
9798,Male,25 - 45,African-American,6,0
9799,Male,25 - 45,Caucasian,5,1
9800,Male,25 - 45,Caucasian,2,0
9801,Male,25 - 45,African-American,5,0
9802,Male,25 - 45,African-American,1,0
9804,Female,Greater than 45,Hispanic,1,1
9805,Male,25 - 45,African-American,7,1
9806,Male,Greater than 45,Other,1,0
9808,Male,Greater than 45,Caucasian,5,0
9809,Male,Less than 25,Hispanic,3,1
9810,Male,25 - 45,African-American,9,0
9811,Female,25 - 45,African-American,9,1
9814,Male,25 - 45,African-American,8,1
9815,Female,25 - 45,African-American,3,1
9817,Male,25 - 45,African-American,5,1
9818,Male,Greater than 45,Caucasian,5,1
9820,Male,25 - 45,African-American,4,0
9822,Male,25 - 45,Caucasian,4,1
9823,Male,Greater than 45,African-American,5,0
9824,Male,Greater than 45,Hispanic,1,0
9826,Male,25 - 45,African-American,10,1
9827,Male,25 - 45,Caucasian,2,0
9830,Male,Greater than 45,Caucasian,2,0
9831,Male,25 - 45,Hispanic,2,1
9832,Male,25 - 45,Caucasian,4,1
9833,Male,Greater than 45,Caucasian,1,0
9834,Male,25 - 45,African-American,5,0
9835,Female,Greater than 45,African-American,2,0
9837,Male,Less than 25,Caucasian,5,0
9838,Male,Greater than 45,African-American,1,0
9840,Female,25 - 45,Caucasian,1,0
9842,Female,Greater than 45,Hispanic,1,0
9843,Male,25 - 45,African-American,8,1
9844,Male,Greater than 45,Caucasian,1,1
9845,Male,Greater than 45,African-American,1,0
9846,Male,25 - 45,Caucasian,3,1
9847,Female,Greater than 45,African-American,6,1
9851,Male,Greater than 45,African-American,1,1
9852,Male,Less than 25,African-American,10,1
9853,Male,Greater than 45,Caucasian,6,1
9854,Male,Greater than 45,African-American,3,1
9855,Male,Greater than 45,Caucasian,2,0
9856,Male,25 - 45,African-American,9,0
9857,Male,Less than 25,African-American,9,1
9858,Male,25 - 45,Hispanic,2,0
9861,Male,25 - 45,Caucasian,2,0
9862,Male,25 - 45,Hispanic,7,0
9864,Male,25 - 45,African-American,1,1
9865,Male,25 - 45,African-American,4,1
9867,Male,25 - 45,African-American,3,0
9868,Male,25 - 45,African-American,10,0
9869,Male,Greater than 45,African-American,6,0
9871,Male,25 - 45,Caucasian,6,0
9872,Male,Greater than 45,African-American,6,1
9875,Male,25 - 45,African-American,1,1
9877,Male,Less than 25,Caucasian,5,1
9879,Male,Greater than 45,African-American,3,1
9880,Female,Greater than 45,Caucasian,1,0
9881,Female,Greater than 45,Caucasian,7,1
9883,Male,25 - 45,African-American,4,1
9885,Female,Less than 25,African-American,7,0
9886,Male,25 - 45,Hispanic,1,0
9888,Male,25 - 45,African-American,4,0
9889,Male,25 - 45,African-American,6,0
9890,Male,25 - 45,African-American,1,0
9891,Male,25 - 45,African-American,2,0
9892,Male,25 - 45,African-American,10,1
9894,Female,25 - 45,Caucasian,9,1
9898,Male,Greater than 45,African-American,9,1
9899,Male,25 - 45,African-American,2,0
9900,Male,25 - 45,Hispanic,6,0
9902,Female,25 - 45,African-American,1,1
9903,Male,25 - 45,Hispanic,8,1
9904,Male,25 - 45,African-American,9,1
9905,Male,Less than 25,Caucasian,5,1
9906,Male,25 - 45,Caucasian,2,0
9907,Male,Greater than 45,African-American,9,1
9908,Male,Less than 25,African-American,10,1
9909,Male,25 - 45,African-American,9,1
9910,Male,Less than 25,African-American,9,1
9912,Male,25 - 45,Hispanic,6,0
9914,Male,Less than 25,Caucasian,4,1
9915,Male,25 - 45,Hispanic,1,0
9917,Male,25 - 45,African-American,1,0
9918,Male,25 - 45,Caucasian,5,0
9919,Male,25 - 45,African-American,4,0
9920,Female,Greater than 45,Caucasian,3,1
9921,Male,25 - 45,African-American,5,0
9922,Female,25 - 45,African-American,3,0
9923,Male,25 - 45,African-American,5,1
9924,Male,25 - 45,Caucasian,3,1
9926,Male,25 - 45,Caucasian,10,1
9931,Male,Greater than 45,African-American,1,0
9933,Male,25 - 45,African-American,10,1
9934,Male,25 - 45,African-American,5,1
9935,Male,Less than 25,African-American,10,1
9937,Male,Greater than 45,African-American,1,1
9939,Male,Greater than 45,Caucasian,1,0
9940,Female,25 - 45,African-American,9,1
9941,Male,25 - 45,Hispanic,3,1
9942,Male,Greater than 45,Hispanic,1,0
9944,Male,25 - 45,Caucasian,1,1
9945,Male,Less than 25,Caucasian,2,1
9948,Male,25 - 45,African-American,7,0
9949,Male,Greater than 45,Hispanic,1,0
9951,Male,25 - 45,Caucasian,2,0
9952,Male,25 - 45,Caucasian,1,0
9953,Male,Less than 25,African-American,3,1
9955,Male,25 - 45,African-American,1,0
9956,Male,Greater than 45,African-American,1,1
9959,Female,Less than 25,African-American,6,0
9960,Female,25 - 45,African-American,2,0
9963,Female,Less than 25,African-American,9,0
9965,Male,Less than 25,Caucasian,4,0
9966,Male,Greater than 45,African-American,5,1
9968,Female,25 - 45,African-American,6,1
9969,Male,Greater than 45,Caucasian,5,1
9970,Male,25 - 45,African-American,7,1
9971,Female,Greater than 45,Caucasian,1,0
9972,Male,Less than 25,African-American,2,0
9973,Male,Less than 25,African-American,10,1
